transliteration,translation,source
a-da-a ub-lam 5 ma-na KÙ.BABBAR ni-is-ha-sú DIRI ku-nu-ki-kà a-šùr-DU10,"Aššur-ṭāb brought 5 minas of silver, its import duty added and under your seal.",train_split
IGI ú-ra-a IGI ì-lí-dan IGI ma-ni-um-ba-lúm-a-šùr,"Witnessed by Uraya, by Ilī-dan, by Man-num-balum-Aššur.",sentence_word_index
li-li-kam-ma da-a-sú a-ša-qal šu-ma a-lá-kam lá i-mu-a a-pu-tum,"If he refuses to come, then it is important that he does not cheat you.",train_split
ITU.KAM kán-mar-ta li-mu-um bu-zu-ta-a,Month of Kanwarta ix eponym of Buzutaya REL 102.,sentence_word_index
a-na li-im ša a-šé-ni-šu ú lá gap i-lu-ku,To the City they will go two or three times.,sentence_word_index
É a-bi-kà ta-da-an,"Since he formally mentioned a bribe but did not prove it, had you been present, would he not be dead?",train_split
45 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ì-lí-dan ù sà-li-a a-hi-šu ša-lim-a-šur i-šu ITU.KAM a-lá-na-tim li-mu-um a-šur-i-dí 15 ma-na a-na 30 ha-am-ša-tim i-ša-qú-lu iš-tù 30 ha-am-ša-tum i-ma-lu-ú-ni 15 ma-na KÙ.BABBAR a-na 30 ha-am-ša-tim i-ša-qú-lu ú iš-tù ša ša-ni-tim ma-áš-qá-al-tim u4-mu-ú i-ma-lu-ú-ni 15 ma-na KÙ.BABBAR a-na 30 ha-am-ša-tim i-ša-qú-lu 10 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-iš-tí-kál ša-lim-a-šur i-šu ITU.KAM ku-zal-li li-mu-um a-šur-i-dí 3.33333 ma-na KÙ.BABBAR a-na 30 ha-am-ša-tim i-ša-qal 3.33333 ma-na KÙ.BABBAR a-na 50 ha-am-ša-tim i-ša-qal 3.33333 ma-na KÙ.BABBAR a-na 70 ha-am-ša-tim i-ša-qal 1.3333300000000001 ma-na iš-tí lá-qé-pí-im DUMU i-zi-za-am-i-li 4 ma-na KÙ.BABBAR iš-tí IŠTAR-il5-šu DUMU ú-kà-pì-na-hi me-eh-ra-at ṭup-pé-e ha-ru-mu-tim ša ku-bu-ur-na-at,"Ilī-dan and his brother Salliya owe 45 minas of refined silver to Šalim-Aššur. Month Allanātum, eponymy Aššur-idī. They must pay 15 minas in 30 weeks; after 30 weeks have passed they must pay 15 minas of silver within 30 weeks, and after the terms are up for the second payment, they must pay 15 minas of silver within 30 weeks. Aššuriš-tikal owes 10 minas of refined silver to Šalim-Aššur. Month Kuzallu, eponymy Aššur-idī. He must pay 3.3333 minas of silver in 30 weeks; he must pay 3.3333 minas in 50 weeks; he must pay the last 3.3333 minas of silver in 70 weeks. 1.3333 mina owed by Lā-qēpum son of Izēzam-ilī; 4 minas of silver owed by Ištar-ilšu son of Ukappin-ahi. Copies of certified tablets from Kuburnat.",original_document
IGI a-šùr-GAL DUMU ma-nu-um-šu-um-šu IGI en-na-sú-in DUMU i-dí-a-bi-im IGI i-dí-a-šùr bu du ú,"Witnessed by Aššur-rabi son of Mannum-šumšu, by Enna-Suen son of Iddin-abum, by Iddin-Aššur.",sentence_word_index
a-ma-sú-hu-tim ni-ik-bu-ús 46 ma-na KÙ.BABBAR iz-ku-am ta-áš-pu-ra-nim um-ma a-tù-nu-ma 4 ma-na,He retained in his possession 3 minas of silver that you owe him and therefore he paid 1 mina of silver.,train_split
ší-bu-tí-ni ni-dí-in IGI ú-ra-a IGI dMAR.TU-ba-ni bu-zu-ta-a tap-pá-i-ni,"Witnessed by Uraya, by Amurrum-bāni; Buzutaya was our absent partner.",train_split
1 ma-at-li-iš-hu-um 1 ma-as-ra-dum KI PUZUR4-a-na,"Pouches, 1 packing-rack, 1 saddlecloth, with Puzur-Anna",train_split
ša 5 ma-na KÙ.BABBAR ša 8 ha-am-ša-tim ú ša-pá-tim 0.66666 GÍN 15 ŠE ṣí-ib-tám al-qé,I have taken 2/3 shekel and 15 grains of silver as interest on 5 minas of silver for 8,sentence_word_index
KÙ.BABBAR ṣí-ib-tum i-li-ik ŠU.NÍGIN 55 ma-na 15 GÍN qá-dum ṣí-ib-ti-šu 46.5 ma-na KÙ.BABBAR a-bu-ša-lim ub-lam,"Abu-šalim has brought 46.5 minas of silver, it became 12 shekels less by / than the 18 shekels we deducted for dirtiness, so that 46 minas of silver became available.",train_split
IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi4-im,"Witnessed by Ilī-ašrannī son of Sukkalliya, by Enna-Suen son of Iddin-abum.",train_split
15 na-ru-uq mì-iš-lam ŠE-um mi-ìš-lam GIG ṣí-ib-tum ša ša-da-aq-de-em iš-ti ha-al-ga 10 na-ru-uq ŠE-am a-na-áp-ṭù-ur ku-pá-im i-ša-da-dam 5 na-ru-uq GIG a-na e-bu-ri-im i-ša-da-dam IGI lu-lu,"15 bags, half barley, half wheat, the interest of last year, is due from halga. 10 bags of barley when the snow disappears he will haul to me. 5 bags of wheat he will haul to me not later than the harvest. Witnessed by Lullu.",original_document
xx da ta big_gap xx a ša a big_gap qí-bi-ma a ma-lá tí-ir-tí-kà šu-dEN.LÍL ni-iṣ-ba-at-ma i-na 3 ma-na KÙ.BABBAR ša šu-dEN.LÍL kà-ṣa-ar ì-lí-dan il5-qé-ú 1 ma-na KÙ.BABBAR ša a-na ta- gap -li-im pí qá-ta-tí-šu ú-ṣa-hi-ir-ma i-na 1 ma-na ší-tí KÙ.BABBAR 18.33333 GÍN KÙ.BABBAR a-na ṭup-pì-kà ša ha-bu-lá-ni ú-ṣa-hi-ir-ma ṭup-pá-kà ha-ar-ma-am nu-šé-ṣí-a-ma PUZUR4-sú-in na-áš-a-kum ší-tí KÙ.BABBAR-pì-kà 1.66666 ma-na 1.3333300000000001 GÍN gap i qé-er-bi4-im xxx 1.3333300000000001 GÍN KÙ.BABBAR big_gap a-dí 1 ma-na KÙ.BABBAR big_gap e i-ša-qal big_gap -ri-im gap bu big_gap ta big_gap ṣú-ba-tám i- big_gap gap šu-dEN.LÍL big_gap xx gap lu 0.33333 ma-na big_gap xxx ul lá big_gap big_gap,"From big_gap to Ali-ahum: In accordance with your instructions we seized Šu-Illil, and of the 3 minas of silver that Šu-Illil, Ilī-dan's harnessor, received, I deducted 1 mina of silver for big_gap at the order of his guarantor, and of the 1 mina of silver, the rest of the silver, I deducted 18.3333 shekels of silver for your tablet stating that he owed it to me, we produced your certified tablet and Puzur-Suen brings it to you. The rest of your silver, 1.6666 mina 1.3333 shekel big_gap within big_gap",original_document
GÍN.TA a-na ma-na-im i-na ITU.KAM ú-ṣa-áb KÙ.BABBAR,Reckoned from the week of Kabria and Aššur-malik hesic will add interest of gap shekels per mina per month.,sentence_word_index
a-na lu-qú-tim ša É DAM.GÀR-ri-im ni-sí-a-ku-ni ší-ma-at KÙ.BABBAR tù-šé-bi4-lá-a-am,"Concerning the goods of the house of the merchant that we big_gap to you, you sent the .. of the silver.",sentence_word_index
ša hu-bu-ul a-bu ša lim ša 1.5 ma-na 7.33333 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-bu-ša-lim,Regarding the debt of Abu-šalim.,sentence_word_index
2.6666600000000003 ma-na 1.16666 GÍN KÙ.BABBAR šál-ša-tim ša ILLAT en-na-sú-en a-la-qé 5.33333 ma-na 2.6666600000000003 GÍN i-na mì-ší-it ILLAT-lá-tim a-lá-qé,2 minas 41.1666 shekels of silver as one third part of Ennam-Suen's caravan I will collect; 5 minas 22.6666 shekels from the holding of that caravan I will collect.,original_document
ù-re-e ik-ri-be ha-bu-lá-ku a-na a-nu-ni-tim ú-ra-am ha-bu-lá-ku 0.5 ma-na KÙ.BABBAR ni-is-ha-tim a-na a-šur ha-bu-lá-ku,"I owe vulva-ornaments as votive offerings to Ištar of Assur, of Qatna and of Dim.",train_split
ú ma-tí-ma lá ta-aq-bi um-ma a-ta-ma 1 GÍN KÙ.BABBAR a-na me-er-i-a lu-šé-bi4-il5,"And why is it? you never say, ""I shall send a shekel of silver to my son.""",sentence_word_index
a-na ku-li-a DUMU a-lá-bi4-im DUB i-dí-na-bi4-im DUMU šu-IŠTAR GUDU4 ša IŠTAR,"To Kuliya, son of Ali-abum, tablet of Iddin-abum, son of Šu-Ištar, priest of Ištar.",sentence_word_index
ITU.KAM bé-el-té-kà-lim li-mu-um ša qá-tí šu-sú-in KÙ.BABBAR,"The iron will be sold and Ennam-Aššur will receive 22.5 minas of silver, and then Kura will receive Itūr-ilī's silver.",train_split
ma-na iš-tí lá-qé-ep DUMU a-mu-ur-na-hu-uš,Lāqēp s. a-mu-ur-na-ḫu-uš owes 4 minas.,sentence_word_index
mì-ma am-tum a-ma-kam hu-bu-lam lá,The maid must not make any debts there.,train_split
ša hu-bu-ul ì-lí-áš-ra-ni ú {d}UTU-tap-pá-i ša 0.5 ma-na KÙ.BABBAR iš-tù ha-mu-uš-tim ša šu-{d}EN.LÍL ú e-lá-li 2.5 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ú-ṣú-bu,Concerning the debt of Ilī-ašranni and Šamaš-tappā'ī; concerning 1 1/2 mina of silver; reckoned from the week of Šū-Illil and Elāli they will add interest at the rate 2 1/2 shekel per month per mina.,sentence_word_index
iš-tù ša-pá-tim ša li-ba-a ù i-ku-nim 2 GÍN.TA i-na ITU.KAM ú-ṣa-áb 1,He will add 2 shekels per mina per month as interest from the šapattim of Libbaya and Ikūnim.,sentence_word_index
KÙ.BABBAR ša xxxx-tí ha-bu-lá-ni,We are well big_gap they made for the merchant.,train_split
a-bi- gap big_gap KI ku-ra al-qé,I received big_gap from Kura. big_gap,train_split
ku-ta-ni kà-ṣa-ar-kà il5-qé-ma 0.33333 ma-na 5 GÍN KÙ.BABBAR ni-is-ha-sú DIRI ša-du-a-sú ša-bu kà-ṣa-ar-kà na-áš-a-ku-um,Your transporter took 3 of your kutānum textiles and your transporter brings 25 shekels silver its excise added and shipping duty paid.,sentence_word_index
ha-bu-lam a-na a-lá-hi-im qí-bi4-ma ṭup-pì-a ta-ma-lá-kam ku-nu-ki-a IGI šu-be-lim DUMU ku-zi-zi-a IGI šu-IŠTAR DUMU šu-ki-tim e-zi-ba-kum,"To Ali-ahum: I left you my tablets, a container under my seal, with Šu-Bēlum son of Kuziziya and Šu-Ištar son of Šukkutum as witnesses.",train_split
a-na a-dí-da a-lá-hi-im ú ú-ku qí-bi-ma um-ma PUZUR4-a-šur-ma 13 TÚG ku-nu-ki-a ša É a-lá-hi-im e-zi-bu 20 {TÚG}ku-ta-ni dam-qú-tim 1 TÚG big_gap ku-nu-ki-big_gap a-na ší-mì-im dí-na-ma AN.NA ku-un-kà-ma a-na big_gap dí-na-ma a-na ṣé-ri-a lu-ub-lam i-na 21 TÚG ša ša-lim-be-lí ú a-šur-pí-lá-ah na-áš-ú-ni-ku-nu-tí-ni 1 TÚG ša a-ki-dí-e a-na IŠTAR-lá-ma-sí dí-na i-na ša-am-ší ṭup-pí ta-ša-me-a-ni TÚG ú-ma-kál lá ta-kà-lá a-na a-lá-hi-im qí-bi-ma big_gap a-na qá-tí ú-ku dí-in big_gap-nu ku-nu-ki-a,"To Adida, Al-aḫum and Uku from Puzur-Aššur:",sentence_word_index
šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám i-na ITU.KAM ú-ṣa-áb ITU.KAM kán-wa-ar-ta li-mu-um sú-kà-lí-a IGI me-na-nim IGI {d}IŠKUR.GAL IGI qar-dum-{d}IŠKUR,"If he does not pay on time, he will add interest according to the rate of the colony per month.",sentence_word_index
a-na ša-lim-a-hi-im qí-bi-ma um-ma la-qé-pu-um-ma ù pu-šu-ke-en6-ma 8,To Šalim-aḫum from Lā-qēpum and Pūšu-kēn:,sentence_word_index
a-ṣé-er 10 ma-na URUDU pá-ni-im ša i-lu-a ša li-bi4-šu 15.5 GÍN KÙ.BABBAR nu-ṣí-ib-šum,"In addition to the 10 minas previous copper from Iluwa, which is 'on his account,' 15 1/2 shekels silver we increased to him.",sentence_word_index
1 ma-na KÙ.BABBAR ṣa-ru-pá-am gap ša a-lá-hi-im ša e-li-tí-šu ku-nu-ki-a a-na a-šùr-dan DUMU zu-ú NU.BÀNDA áp-qí-id IGI dMAR.TU-ba-ni DUMU ma-na-na IGI a-mur-dUTU DUMU mì-šu-GAL IGI ṣí-lu-lu DUMU ú-ku,"Further, I entrusted 1 mina of refined silver belonging to Ali-ahum from his caravan, under my seal to Aššur-dan son of Zu'u, the lieutenant.Witnessed by Amurrum-bāni son of Manana, by Amur-Šamaš son of Mišu-rabi, by Ṣilulu son of Uku.",train_split
É ša IŠTAR-lá-ma-sí ù a-šùr-DU10 a-na 2.5 ma-na KÙ.BABBAR a-na ša-lim-ma i-dí-nu-ma KÙ.BABBAR ší-im É-šu-nu a-šùr-DU10 ù IŠTAR-lá-ma-sí ša-bu-ú É-bé-tù ša ša-lim-ma šu-ma ma-ma-an a-na É-be-tí i-tù-a-ar-ší-im a-šùr-DU10 ù IŠTAR-lá-ma-sí ú-bu-bu-ší ṭup-pá-am ša ší-im É-be-tí a-ni-ú-tim ša ku-nu-uk nu-a-im be-el É pá-nim a-šùr-DU10 a-na ša-lim-ma i-dí-in IGI dUTU-ba-ni IGI a-šur-ma-lik IGI sú-in-SIPA,"The house of Ištar-lamassī and Aššur-ṭāb they sold to Šalimma for 2.5 minas of silver and with price for their house Aššur-ṭāb and Ištar-lamassī are satisfied. That house now belongs to Šalimma. If anybody raises a claim against her for the house, Aššur-ṭāb and Ištar-lamassī will clear her. The tablet recording the payment for this house with the seal of the Anatolian who was the previous owner of the house, Aššur-ṭāb has given to Šalimma. In the presence of Šamaš-bāni, of Aššur-mālik, of Suen-rē'ī.",original_document
a-na šu-IŠTAR qí-bi-ma um-ma zu-ba ma-ta-ga- gap ú dUTU-ba-ni-ma a-šu-mì ša-áp-tim ša ta-áš-pu-ra-ni eṭ-lu-tum i-ma-qú-tù-ni-ma ša-áp-tám iš-té-ni-iš6 ni-dá-an-ma KÙ.BABBAR ni-zu-wa-azₓ KI i- gap gap gap a-na pu-šu-ki-in nu-šé-ba-lam a šu-mì É-be-et DAM.GÀR-ri-im ša sà-im qá-áb-a-tí-ni a-na-kam iš-tí ir-ma-a-šur a-ta-am-ga-ar um-ma šu-ut-ma té-er-tù-šu a-ṣé-er i-ku-pì-a-šur ú i-a-tí li-li-kam-ma la-dí-na-ku-um xx gap ki-ma ak-lá-ku-kà-ni xxxx gi5-im-lá-ni big_gap xxxx ša ma-ma-a gap da-mì iq-tám a-na gap ša-áp-tám xxx a-na ší-tí xxx šé-bi4-lam,"Say to Šu-Ištar, thus Zuba, Mataga big_gap , and Šamaš-bāni: As for the wool about which you wrote, when the men arrive here we will sell all the wool together and we will divide the silver and with big_gap big_gap we will send it to Pūšu-kēn. As for calling at a merchant's house for a loan, as you have promised, I have here now come to an agreement with Ir'am-Aššur and he said: 'Let his instruction come to Ikūn-pī-Aššur and to me, then I will give it to you'. big_gap big_gap big_gap since I ? you big_gap big_gap big_gap big_gap big_gap do me a favor big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap wool? of Mamma big_gap big_gap big_gap big_gap big_gap big_gap big_gap the wool big_gap big_gap big_gap big_gap big_gap for the rest of big_gap big_gap big_gap big_gap big_gap big_gap send to me.""""",original_document
e-ta-lu-tám e-pu-uš-ma šu-uq-li ip-ṭù-ur-ma AN.NA-ki il5-qé,He acted on his own authority and opened my package and took my tin!,sentence_word_index
a-šur ú-ba-al-šu a-na hu-bu-ul en-um-a-šur a-na DAM.GÀR,He will pay it for the debt of Ennam-Aššur to the creditor.,train_split
KÙ.GI ša DUMU a-šùr-ma-lik ha-bu-lá-ni a mì-nim 1 ma-na 11 GÍN KÙ.BABBAR ta-tur4-šu-um,"The gold which Aššur-mālik's son owes me, why did you return 1 minas 11 shekels silver to him?",sentence_word_index
u4-mì-im a-nim URUDU mì-ma ú-lá iš-qú-lam ù i-na ma-ha-ar ṣú-ha-ri-kà-ma a-dí ha-am-ší-šu ú iš-ri-šu iš-tí-šu a ṣí-bi-it-ma ṣú-ha-ru-kà i-da-gu5-lu um-ma a-na-ku-ma URUDU PUZUR4-dUTU lu-ša-áš-qí-il5-ma gi-mì-lam i-ṣé-er a-wi-LAM lá-áš-ku-un-ma a ša a-na-ah-tí ša 2 ma-na KÙ.BABBAR a-da-nu-šu-ni,"I said: Let Puzur-Šamaš have the copper paid so I can do the man a favour, and since I shall give him the earnings from 2 minas of silver may this man indeed know about this favour!"" Puzur-Šamaš has troubled me here, led me to the colony and put me to an expense of at least 5 shekels of silver, so I got hold of a tablet with my witnesses, stating that without reason he spoke your name big_gap before the plenary assembly.",train_split
hu-ša-e e-ri-šu e-ma-ri i-na,My donkeys have been brought to the paddock.,train_split
i-na 0.33333 ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na a-ta-na-ah a-dí-nu-šu-ni 4 GÍN KÙ.BABBAR a-na a-hu-qar i-dí-in 11.83334 GÍN KÙ.BABBAR a-na bé-lúm-ba-ni i-dí-in 7 GÍN KÙ.BABBAR hu-bu-ul gap - gap - gap 1.16666 GÍN KÙ.BABBAR ú 0.5 GÍN ṣí-ib-ta-am i- gap - gap - gap a-na a-ta-na-ah ni-dí-in big_gap 0.5 GÍN KÙ.BABBAR i li-bi4 a-hu-ša DUMU ku-ra 0.5 GÍN KÙ.BABBAR i li-bi4 za-ga-al-i IR-dí-šu 0.83334 GÍN dá-a-tí 5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá 0.5 GÍN KÙ.BABBAR bi4-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR 0.5 GÌN KÙ.BABBAR a-na a-šur-DU10 a-dí-in mì-ma a-nim i li-bi4 a-ta-a DUMU i-ku-nim ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42.5 ma-na AN.NA i li-bi4 a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu 15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi4 na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu IGI a,"Of 24 shekels of silver, the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar?; 11.83333 shekels of silver he gave to Bēlum-bāni. 7 shekels of silver, the debt of big_gap , 1.1666 shekels of silver and 0.5? big_gap as interest big_gap big_gap Atanah we gave. 0.5 shekel of silver is owed by Ahuša, son of Kura. 0.5 shekel is owed by Zagalʾu, his slave, 0.83333 shekel my road-tax. 5 minas of silver - the deficiency on the silver is 0.5 shekel of silver, due to the underweight of the 1-mina-weight used for tin for a value of 5 minas of silver - I gave this 0.5 shekel of silver to Aššur-ṭāb. All this is owed by Ataya, son of Ikūnum. Travel expenses, road-tax cost of transport and deficiency on the 10-mina-weight used for weighing 42.5 minas of tin is also owed by Ataya, son of Ikūnum, to Bēlum-bāni. 15 shekels of refined silver, 3 minas of native copper, two big_gap saddlecloths as - all this is owed by Narām-Suen, son of Kakkiya, and Iddin-Nirah to Bēlum-bāni. Witnessed by Ali-ahum, son of Enah-ilī. 7 shekels of refined silver due by Šu-Kūbum, son of Šu-Bēlum, to Bēlum-bāni, witnessed by Ali-ahum, son of Enah-ilī, and by Asānum, son of Abirušakum. 30.83333 minas of carnelian, our joint property, cost 5 minas 5 shekels of silver. 3 minas 5 shekels of silver thereof belong to Bēlum-bāni, 1.3333 mina of silver to Zagalʾu, 0.6666 mina of silver to Adad-bāni. 6 belts, 2 saddlecloths, 1 cup, 2 black donkeys worth 0.3333? mina and 6.3333 shekels of silver, and a slave-girl, equivalent of 0.3333 mina of silver, they brought here. All this Asānum gave to Bēlum-bāni. 11 shekels of refined silver Laqēpum, the scribe, son of Abaya, owes to Bēlum-bāni; for it he will let 24 shekels of silver reach me in the City. Witnessed by Ikūnum, son of Aššur-bāni, and by the son of Šu-Ilabrat.",original_document
ŠÀ.BA 3 ú-kà-pu a-na pé-ru-a ta-dí-ni,Thereof you gave 3 of the saddlecloths to Peruwa.,sentence_word_index
a-na hi-na-a ù e-la-ma qí-bí-ma um-ma i-dí-a-bu-ma 0.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er dEN.LÍL-ba-ni DUMU sà-sà-a ṭup-pu-šu ha-ar-mu-um i-na li-bi4,"Say to hinnāya and Elamma, thus Iddin-abum: 35 shekels of refined silver Enlil-bāni, son of Sasaya, owes me; his sealed debt-note is among my tablets that are in Durhumit, in the house of hinnāya.",train_split
KIŠIB DU10-ṣí-lá-a-šùr DUMU ì-lí-a-lim KIŠIB sá-ak-li-a DUMU šu-IŠTAR KIŠIB šál-ma-a-šùr DUMU ip-hu-ri-im KIŠIB i-dí-a-šùr DUMU a-šùr-i-mì-tí 4,"Seals of Ṭāb-ṣilli-Aššur s. Ili-ālim, Saklīya s. Šū-Ištar, Šalma-Aššur s. Ipḫurim, and Idī-Aššur s. Aššur-imittī",sentence_word_index
ší-tí ú-kà-pì a-na ar-na,The remainder of the saddlecloths went to Arnu-xxx.,sentence_word_index
a-na a-lá-hi-im ú zu-ku-a um-ma PUZUR4-a-šur-ma 13 ma-na AN.NA ku-nu-ki-a i-na za-al-pá a-na en-nam-a-šur DUMU na-ra-ÁB-sú-in a-dí-in šu-ma en-nam-a-šur e-ru-ba-am AN.NA li-dí-na-ku-nu-tí-ma AN.NA a-na KÙ.BABBAR dí-na-ma ú-ul KÙ.BABBAR i-da-na-ku-nu-tí a-na KÙ.BABBAR ší-im AN.NA-ki-a pì-ri-kà-ni ša-ma-ma a-dí tí-ir-tí i-lá-kà-ni li-ib-ší-ú,"To Ali-ahum and Zukuwa from Puzur-Aššur; I gave 13 minas of tin under my seal in Zalpa to Ennam-Aššur son of Narām-Suen. If Ennam-Aššur has entered the town, let him give you the tin and sell the tin for silver - or else he may give you silver. Buy for the silver proceeds from the tin and let them stay put until my instructions arrive.",original_document
ú-ṭá-tám ta-al-qí-i a-dí mu-ut-ki i-lá-kà-ni a-na É-bé-tí-šu ù a,Until your husband arrives you are not to touch his house and his slave-girls.,train_split
ù ṣí-ba-sú a-na ša ki-ma DAM.GÀR-ri-im i-ša-qú-lu-ma ṭup-pá-áš-nu nu-ša-ar KÙ.BABBAR a,"He further paid ⅚ mina 3 shekels of silver from his valid tablet, and entrusted it under his seal to Šu-Ištar.",train_split
šu-ma um-me-a-an ša-lim-a-šur a-na AN.NA ù gap gap gap na ší TÚG ša en-na-nim gap zu ú en-um-a-šur a-na en-na-nim i-tù-ru ma-lá AN.NA ù TÚGṣú-ba-tí ša qá-tim i-na ba-áb DINGIR-lim i-za-ku-ú iš-tí um-mì-a-an ša-lim-a-šur en-na-nam DUMU am-ri-a en-um-a-šur ú-ba-áb IGI tù-ur-a-a IGI lá-qé-ep,"If Šalim-Ašsur's investors raise claim against Ennānum concerning tin big_gap textiles belonging to Ennānum concerning tin big_gap textiles belonging to Ennānum big_gap and Ennam-Aššur, then Ennam-Aššur will release Ennānum son of Amriya with Šalim-Aššur's investors for as much tin and ordinary textiles as they clear at the gate of the God. Witnessed by Turaya, by Lā-qēp.",original_document
a-na 0.33333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-tí-šu ša {d}UTU-tap-pá-i kur-ub-IŠTAR i-šé-e-šu,"For the 1/3 mina 2 1/2 shekels of silver, the working capital of Šamaš-tappā'ī Kurub-Ištar will sue him.",sentence_word_index
e-ni-ša-ri-im a-dí AN.NA-ki-kà ú-ṣú-ur-ša-IŠTAR áš-ta-pá-ar iš-tù,"When they come back from Zalpa, I shall send Ali-ahum.",train_split
pu-šu-ke-en6 ù lá-ma-sí ni-iš a-lim{ki} it-mu-ú gap ma-na gap KÙ.BABBAR e-zi-ib-ta-ša lá-ma-sí ta-al-qé,Pūšu-kēn and Lamassī swore the oath of the city.,sentence_word_index
ma-na KÙ.BABBAR ni-is-ha-sú LÁ DIRI 18 GÍN ša-du-a-sú ša-bu ku-nu-ki-a ù ku-nu-uk la-li-im kur-ub-IŠTAR na-áša-kum-A,"18 minas silver, its excise added, its shipping charges satisfied under my seal and the seal of Lālum, Kurub-Ištar brings to you.",sentence_word_index
a-na a-šur-na-da sú-in-il5-šu ù en-na-su-in qí-bi-ma um-ma 0.5 LUGAL-ki-in-ma i-na wa-áš-ha-ni-a ni-na-me-er-ma um-ma a-ta-ma TÚG.HI.A É.GAL-lúm ú-la it-ba-al a-ta-ma ta-at-ba-al-šu-nu i-nu-mì ú-šé-ṣí-ú-ni a-na-ku lá-šu-a-ku qá-tí É.GAL-lim-ma 4 DUMU,"To Aššur-nādā, Suen-ilšu, and Ennam-Suen, thus big_gap big_gap Šarrum-kēn: When we met in Wašhaniya yousing said: 'It was not the palace that took the textiles away, it was yousing who took them away!' When it removed them I was not present, the palace itself seized four affiliated traders and they searched my house and removed your textiles.",train_split
um-ma šu-IŠTAR-ma a-na en-nam-a-šur qí-bi4-ma big_gap AN.NA gap gap a iš big_gap gap gap gap GÍN 0.33333 gap gap dí ku big_gap 9 GÍN big_gap AN.NA-kà na-dí big_gap lu ší-im AN.NA-ki-kà lu ší-im URUDU-kà 17 gap gap KÙ.BABBAR-áp-kà 17 GÍN KÙ.BABBAR a-bu-ZA ha-bu-lá-ni ṭup-pu-šu ha-ar-ma-am ú-kà-al ša-áš-qí-il5-šu-ma KÙ.BABBAR le-qé a-hi a-ta gi5-im-lá-ni ú a-na-ku a-we-el gi5-mì-li-im šu-ma a-bu-SILIM lá-šu tí-ir-tí-kà li-li-kam-ma KÙ.BABBAR-áp-kà a ša ki-ma ku-a-tí-ma lá-áš-qú-ul ṭup-pu-šu gap gap gap a-ni-im gap gap gap šu-ma gap gap ta-ak-lá big_gap big_gap a-na big_gap -ma ṭup-pu gap gap gap gap,"From Šu-Ištar to Ennam-Aššur: big_gap tin big_gap your tin is set down big_gap the proceeds both from your tin and from your copper were 17 minas of silver for you. Abu-šalim owes 17 shekels of silver; I have his certified tablet; make him pay and take the silver. My dear brother, do me a favour for I am also a man of favours. If Abu-šalim is absent, send me word so I may pay your silver to your representatives. His tablet big_gap",original_document
a-pu-tum ri-iš lu-qú-tim ša DAM.GÀR ša-ṣí-ir,"Urgent, guard the goods of the merchant;",sentence_word_index
a-hu-qar a-hu-šu qá-ta-at,His brother Aḫu-waqar is guarantor.,sentence_word_index
ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-bé-lim ù en-na-sú-in-ma KÙ.BABBAR 1 GÚ ù 2 GÚ a-na hu-bu-ul a-bi-ku-nu i-na,Šalim-Aššur seized us and said to Šu-Bēlum and Enna-Suen: I have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital.,train_split
la ta-ša-me-a,Don't listen to the interest.,sentence_word_index
12 GÍN i-na i-šé-ra-tim im-ṭí 18 GÍN,You wrote us as follows: 'Elamma has a debt of 4 minas of silver'.,train_split
ù a-na-ku a ší-bu-tí-kà ú-lá e-i-li a pu-tí bé-el ṣa-al-tí-a lá ta-za-za-am,"From the beginning of the month qarra’ātum in the economy of Šu-Ḫubur s. Elāli, you shall not appear for my testimony and I will not appear for your testimony.",sentence_word_index
a-hu-ú-a a-tù-nu AN.NA-ki ù ṣú-ba-tù-a lá i-na-dí,"My dear brothers, do not deposit my tin and textiles.",sentence_word_index
